frame ulx uly urx ury lrx lry llx lly
frame00000.jpg 180.000000 149.998093 529.000183 142.001999 532.999023 512.997009 185.000305 524.005493 
frame00001.jpg 180.000000 149.998093 529.000183 142.001999 532.999023 512.997009 185.000305 524.005493 
frame00002.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00003.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00004.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00005.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00006.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00007.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00008.jpg 180.000000 149.996094 529.000183 142.000000 532.999023 512.994995 185.000305 524.003479 
frame00009.jpg 179.282837 150.353653 528.912903 142.308823 532.763062 513.084595 184.823074 524.370300 
frame00010.jpg 179.360703 150.796722 528.584961 142.010635 532.689697 513.394165 184.987701 524.902527 
frame00011.jpg 178.720886 150.433701 529.268738 143.201477 532.276367 512.821960 184.886261 525.129211 
frame00012.jpg 179.000000 150.996094 528.000183 143.000000 531.999023 513.994995 184.000305 525.003479 
frame00013.jpg 179.216446 152.844986 527.410767 143.704193 533.858398 513.762207 183.888474 525.039429 
frame00014.jpg 179.000000 150.996094 528.000183 143.000000 531.999023 513.994995 184.000305 525.003479 
frame00015.jpg 179.000000 150.996094 528.000183 143.000000 531.999023 513.994995 184.000305 525.003479 
frame00016.jpg 178.599686 150.487366 527.747803 143.201355 530.983887 512.990417 184.206070 524.767456 
frame00017.jpg 179.000000 150.996094 528.000183 143.000000 531.999023 513.994995 184.000305 525.003479 
frame00018.jpg 179.392929 152.410019 526.451416 142.102859 530.779663 513.752808 184.242599 526.157532 
frame00019.jpg 178.967041 150.956696 527.115906 143.184586 532.030090 514.024658 183.861725 526.158447 
frame00020.jpg 178.199966 151.667313 526.771484 143.077057 531.210571 513.351318 183.876999 525.663635 
frame00021.jpg 179.016296 152.093872 526.986084 142.993912 529.740356 512.713806 184.125595 526.268921 
frame00022.jpg 178.881668 151.833557 525.964355 144.467056 529.457947 512.553528 183.965439 526.309814 
frame00023.jpg 179.160568 152.161499 525.603760 143.964401 530.137207 513.199890 184.042511 526.239380 
frame00024.jpg 177.574814 152.170563 527.002014 142.993393 530.485596 512.888428 184.197296 525.091431 
frame00025.jpg 178.223724 152.060776 526.759705 143.777664 531.586182 513.568176 183.859726 525.327698 
frame00026.jpg 179.000000 151.996094 528.000183 144.000000 531.999023 514.994995 184.000305 526.003479 
frame00027.jpg 178.379364 151.969864 526.901489 142.738708 530.818054 512.520996 183.998383 525.241211 
frame00028.jpg 177.541870 152.044388 528.396362 141.735931 531.005127 511.992157 183.657806 523.341797 
frame00029.jpg 178.000000 149.996094 527.000183 142.000000 530.999023 512.994995 183.000305 524.003479 
frame00030.jpg 178.684464 152.235748 522.399536 144.078873 530.997131 511.993744 183.434433 523.277283 
frame00031.jpg 177.167892 149.789398 525.376343 142.126694 529.807800 511.570099 183.099167 524.365723 
frame00032.jpg 176.482513 150.412399 526.215820 141.890732 531.666016 511.055725 183.602661 522.318176 
frame00033.jpg 177.050369 149.037003 524.786072 140.112488 530.691711 512.634216 183.564102 524.733521 
frame00034.jpg 176.627487 148.469818 523.765808 144.348953 529.815430 511.299347 182.245880 524.180664 
frame00035.jpg 176.788452 149.070770 525.822510 140.975861 529.993958 510.989655 182.104736 522.923279 
frame00036.jpg 177.034683 149.475281 525.875244 141.435196 530.349915 511.543060 182.978394 523.093018 
frame00037.jpg 178.316269 150.718475 525.580200 139.948257 531.002502 510.985840 183.560211 523.584778 
frame00038.jpg 178.078949 150.640030 525.635864 141.305847 530.366577 512.192017 183.023376 522.359741 
frame00039.jpg 178.000000 148.996094 527.000183 141.000000 530.999023 511.994995 183.000305 523.003479 
frame00040.jpg 178.000000 148.996094 527.000183 141.000000 530.999023 511.994995 183.000305 523.003479 
frame00041.jpg 178.214752 150.491898 527.501282 141.982895 532.221313 512.595703 182.894287 522.536987 
frame00042.jpg 178.445007 150.336395 526.267090 140.140732 530.582825 512.607910 182.827896 522.588989 
frame00043.jpg 175.578537 148.233826 525.993164 141.004929 530.976746 510.983551 184.308075 523.977051 
frame00044.jpg 176.180206 150.533340 526.405640 139.979050 530.995850 510.979309 183.387054 524.681335 
frame00045.jpg 178.277130 150.458466 525.997375 140.991302 531.757935 512.914124 182.982330 524.648254 
frame00046.jpg 177.497437 149.548767 526.989868 140.997162 529.981934 510.978210 182.691650 524.937378 
frame00047.jpg 178.140076 150.342300 524.529907 141.886520 529.983032 510.980896 182.921906 524.516418 
frame00048.jpg 176.630859 149.868011 524.728333 142.104141 530.973267 511.974152 183.860535 526.739380 
frame00049.jpg 177.734283 151.193008 525.789795 142.347916 530.340149 512.085815 182.457657 524.453613 
frame00050.jpg 176.630859 149.868011 524.728333 142.104141 530.973267 511.974152 183.860535 526.739380 
frame00051.jpg 176.531311 151.246780 525.698425 143.085037 530.993652 511.988708 183.116913 524.056274 
frame00052.jpg 177.743515 150.936142 525.977661 142.524368 529.980591 511.976990 182.617004 526.191406 
frame00053.jpg 177.000000 150.996094 526.000183 143.000000 529.999023 513.994995 182.000305 525.003479 
frame00054.jpg 178.384644 152.452805 525.989807 141.986023 526.841797 510.798187 183.227936 524.501404 
frame00055.jpg 175.927856 152.739273 526.063354 141.893600 530.991089 511.970001 182.957733 527.341248 
frame00056.jpg 178.100052 152.365952 523.248108 146.985779 529.973938 512.985535 182.390701 525.752808 
frame00057.jpg 177.970779 153.678696 524.528809 143.081604 530.003784 512.979858 181.201096 526.687256 
frame00058.jpg 176.894501 153.069656 524.505310 144.907135 529.979980 512.982788 183.518311 526.104431 
frame00059.jpg 177.200699 152.769028 525.305054 144.126251 530.027222 514.283325 182.709290 526.955017 
frame00060.jpg 178.538574 154.132004 524.091614 144.538620 530.944580 515.500610 184.065140 525.809937 
frame00061.jpg 176.515732 153.238953 524.505859 144.380936 529.980225 513.977844 183.290039 528.009827 
frame00062.jpg 175.872391 152.777313 525.996887 143.995941 529.981445 513.980408 183.400421 527.489685 
frame00063.jpg 176.515732 153.238953 524.505859 144.380936 529.980225 513.977844 183.290039 528.009827 
frame00064.jpg 176.704666 152.661041 523.353455 148.027847 529.054382 514.576111 182.534149 527.818665 
frame00065.jpg 176.667130 152.888245 524.863220 145.092438 529.970276 513.976074 183.712814 528.336792 
frame00066.jpg 178.271332 154.700226 522.722534 146.653168 529.976929 513.974487 182.572556 528.714600 
frame00067.jpg 178.067963 154.262466 525.007446 144.211670 528.911621 513.800537 183.949783 527.665039 
frame00068.jpg 177.639740 154.150238 525.478943 145.304016 529.808411 514.391602 183.531876 527.423218 
frame00069.jpg 176.273071 152.988205 525.987244 143.725632 529.983215 513.980042 183.473740 527.564270 
frame00070.jpg 178.501663 153.547150 525.600830 146.432281 530.795044 514.915100 181.989578 528.118225 
frame00071.jpg 178.271362 154.274506 525.912292 145.526199 530.598389 514.905518 183.850586 527.299561 
frame00072.jpg 179.430405 154.627197 526.240234 144.014481 530.996704 514.982239 183.797562 528.237732 
frame00073.jpg 179.050705 154.460785 525.977478 144.991425 530.939819 513.661743 183.966095 528.223267 
frame00074.jpg 179.348648 154.599442 525.514709 146.071487 530.990173 514.988647 184.055359 527.114929 
frame00075.jpg 178.702820 154.156311 526.961243 145.935806 531.352234 515.655762 183.777145 527.141541 
frame00076.jpg 178.585281 154.813858 526.997375 145.995178 530.989441 514.990662 184.759155 526.660400 
frame00077.jpg 179.477615 155.876038 528.528748 146.691971 531.002136 514.996948 183.936737 525.514893 
frame00078.jpg 178.524261 155.333725 527.926270 146.960510 531.988892 514.988281 185.055466 527.066101 
frame00079.jpg 179.900864 155.735672 526.985352 146.870956 530.986267 514.989014 185.097687 526.953857 
frame00080.jpg 179.795197 154.728882 526.501526 147.357437 531.978394 514.983154 185.103149 528.087646 
frame00081.jpg 180.020645 154.547760 527.987854 145.996719 531.986877 514.984924 184.986618 527.735474 
frame00082.jpg 179.014511 154.725967 527.602722 145.585724 532.801208 514.134216 186.066422 527.172302 
frame00083.jpg 181.384048 155.633911 528.398438 146.669601 531.989624 514.993225 186.294495 526.208191 
frame00084.jpg 181.435699 155.681732 528.253296 146.661652 532.996948 515.991455 185.795288 527.595947 
frame00085.jpg 181.174622 155.618225 528.439209 147.550964 532.032654 515.544006 186.912231 527.660278 
frame00086.jpg 182.840103 157.119507 528.038696 145.723373 532.997742 515.988403 187.412994 528.085754 
frame00087.jpg 181.834747 156.204147 529.882751 148.306564 532.973999 514.983582 187.393951 527.893250 
frame00088.jpg 181.942337 155.326248 528.963074 148.475571 532.968445 514.980347 186.836685 528.558899 
frame00089.jpg 181.838913 154.869568 528.960449 148.040497 532.963318 514.982178 188.027786 528.200256 
frame00090.jpg 183.581711 156.719131 529.352783 147.597015 534.160400 515.827393 188.395340 527.218323 
frame00091.jpg 183.305161 155.848969 529.545532 148.341675 533.634094 515.237488 188.885483 527.507385 
frame00092.jpg 184.643112 155.737549 529.328613 146.642792 533.980042 514.988464 189.315109 527.090210 
frame00093.jpg 184.236160 157.235321 528.927612 148.737366 535.443054 512.546936 188.867508 527.365540 
frame00094.jpg 184.646332 155.704834 530.247070 147.169189 534.712036 515.667786 190.124573 526.548706 
frame00095.jpg 186.725662 156.754471 530.977417 146.989136 534.986206 514.989136 189.980988 526.963562 
frame00096.jpg 184.810364 156.408493 532.042236 148.260437 535.980469 514.994446 191.346283 525.931091 
frame00097.jpg 185.516068 155.781082 531.131104 148.273636 534.963745 513.983276 190.795319 526.961121 
frame00098.jpg 186.920059 156.688873 531.070984 147.754227 536.979431 513.988342 192.311249 526.074280 
frame00099.jpg 186.641495 156.309570 531.964600 146.992004 536.971741 512.971558 191.170288 528.083618 
